key,title,year,authors,reviewer1_decision,ai_decision,ai_reason,agreement
rayyan-486160257,Central Venous Catheter Placement Gone Awry: A Case Report of Right Internal Jugular Central Line Entering Subclavian Artery.,,Subramanian A and Richards N,EXCLUDE,EXCLUDE,Non-PIVC device (PICC/CVC/midline/arterial),AGREE
rayyan-486160258,Femorally inserted central catheters with exit site at mid-thigh: A low risk alternative for central venous catheterization.,,Elli S and Cannizzo L and Giannini L and Romanato F and Trimarco C and Pessina M,EXCLUDE,EXCLUDE,Non-PIVC device (PICC/CVC/midline/arterial),AGREE
rayyan-486160259,The distal quarter of the forearm is the optimal insertion site for ultrasound-guided radial artery cannulation: A randomized controlled trial.,,Yucel ED and Tekgul ZT and Okur O,EXCLUDE,EXCLUDE,No ultrasound guidance mentioned,AGREE
rayyan-486160260,Should ultrasound evaluation for catheter-related thrombosis always be required before PICC removal?,,Pinelli F and Muzzi M and Pittiruti M,EXCLUDE,EXCLUDE,Non-PIVC device (PICC/CVC/midline/arterial),AGREE
rayyan-486160261,Predictors of ultrasound-guided peripheral intravenous catheter failure: A secondary analysis of existing trial data.,,Bahl A and Millard M and Hijazi M and Chen NW,EXCLUDE,EXCLUDE,No ultrasound guidance mentioned,AGREE
rayyan-486160262,Long peripheral cannula in COVID-19 patients: 769 catheter days experience from a semi-intensive respiratory COVID unit.,,Gilardi E and Grandi T and Giannuzzi R and Valletta F and Fugger S and Mazzaropp,EXCLUDE,EXCLUDE,Non-PIVC device (PICC/CVC/midline/arterial),AGREE
rayyan-486160263,Distal Transradial Access For Cardiac Catheterization in Patients Undergoing Hemodialysis.,,Yokota S and Shishido K and Tobita K and Hayashi T and Miyashita H and Yokoyama ,EXCLUDE,EXCLUDE,No ultrasound guidance mentioned,AGREE
rayyan-486160264,Retrospective Study of the Application Value Analysis of Ultrasound-Guided Technology in Peripheral Deep Venous Catheterization of Neonates.,,Yin T and Huo Y and Zhao Y and Li W and Gao H,EXCLUDE,EXCLUDE,No ultrasound guidance mentioned,AGREE
rayyan-486160265,Safety verification of a new peripheral intravenous catheter placed in the upper arm vein for administration of drugs with high irritant potential.,,Murayama R and Oyama H and Abe-Doi M and Masamoto Y and Kashiwabara K and Tobe H,EXCLUDE,EXCLUDE,No ultrasound guidance mentioned,AGREE
rayyan-486160266,Prevention of radial artery occlusion by simultaneous ulnar and radial compression (PRO-SURC). A randomized duplex ultrasound follow-up study.,,Ahmed TAN and Abbas E and Bakr AH and Demitry SR and Algowhary MI,EXCLUDE,EXCLUDE,No ultrasound guidance mentioned,AGREE
rayyan-486160267,10 best practice tips with radial arterial catheterization.,,Imbriaco G and Spencer TR and Bardin-Spencer A,EXCLUDE,EXCLUDE,Non-PIVC device (PICC/CVC/midline/arterial),AGREE
rayyan-486160268,"The SIP protocol update: Eight strategies, incorporating Rapid Peripheral Vein Assessment (RaPeVA), to minimize complications associated with peripher",,Brescia F and Pittiruti M and Spencer TR and Dawson RB,EXCLUDE,EXCLUDE,Non-PIVC device (PICC/CVC/midline/arterial),AGREE
rayyan-486160269,Development and Implementation of an Ultrasound-Guided Peripheral Intravenous Catheter Education Program for Critical Care Nurses.,,Bagley K,EXCLUDE,EXCLUDE,No ultrasound guidance mentioned,AGREE
rayyan-486160270,Automatic vein measurement by ultrasonography to prevent peripheral intravenous catheter failure for clinical practice using artificial intelligence: ,,Takahashi T and Nakagami G and Murayama R and Abe-Doi M and Matsumoto M and Sana,EXCLUDE,EXCLUDE,No ultrasound guidance mentioned,AGREE
rayyan-486160271,Risk of thrombophlebitis associated with continuous peripheral infusion of vancomycin: The effect of dilution.,,Scarano M and D'Arrigo S and De Letteriis S and Grasso S and Pittiruti M and Sco,EXCLUDE,EXCLUDE,No ultrasound guidance mentioned,AGREE
rayyan-486160272,Distal Versus Conventional Radial Access for Coronary Angiography and Intervention: The DISCO RADIAL Trial.,,Aminian A and Sgueglia GA and Wiemer M and Kefer J and Gasparini GL and Ruzsa Z ,EXCLUDE,EXCLUDE,Not about PIVC,AGREE
rayyan-486160273,Prevention of Radial Artery Occlusion of 3 Hemostatic Methods in Transradial Intervention for Coronary Angiography.,,Eid-Lidt G and Reyes-Carrera J and Farjat-Pasos JI and Saenz AL and Bravo CA and,EXCLUDE,EXCLUDE,No ultrasound guidance mentioned,AGREE
rayyan-486160274,Ultrasound-guided placement of long peripheral cannula in children with cystic fibrosis.,,Giardina M and Barilla D and Crimi C and Arone A and Benedetto F and Lucanto C a,EXCLUDE,EXCLUDE,No ultrasound guidance mentioned,AGREE
rayyan-486160275,A GAVeCeLT bundle for central venous catheterization in neonates and children: A prospective clinical study on 729 cases.,,Pittiruti M and Celentano D and Barone G and D'Andrea V and Annetta MG and Conti,EXCLUDE,EXCLUDE,Non-PIVC device (PICC/CVC/midline/arterial),AGREE
rayyan-486160276,"Investigative study of hemodilution ratio: 4Vs for vein diameter, valve, velocity, and volumetric blood flow as factors for optimal forearm vein selec",,Foor JS and Moureau NL and Gibbons D and Gibson SM,EXCLUDE,EXCLUDE,No ultrasound guidance mentioned,AGREE
rayyan-486160277,A CLINICAL CASE OF ARTERIAL THROMBOSIS IN A PREMATURE BOY WITH NEONATAL SEPSIS AND HIGH RECTAL ATRESIA.,,Babintseva A and Bodnar O and Vatamanesku L and Petrov V,EXCLUDE,EXCLUDE,No ultrasound guidance mentioned,AGREE
rayyan-486160278,Precordial Doppler to assess vascular access in children: A preliminary report.,,Hirayama Y and Hozumi T and Aoki S and Kojima T,EXCLUDE,EXCLUDE,No ultrasound guidance mentioned,AGREE
rayyan-486160279,Preventing radial arterial catheter failure in critical care - Factoring updated clinical strategies and techniques.,,Imbriaco G and Monesi A and Spencer TR,EXCLUDE,EXCLUDE,Non-PIVC device (PICC/CVC/midline/arterial),AGREE
rayyan-486160280,"Incidence, causes, and timing of peripheral intravenous catheter failure related to insertion timing in the treatment cycle in patients with hematolog",,Shintani Y and Murayama R and Abe-Doi M and Sanada H,EXCLUDE,EXCLUDE,No ultrasound guidance mentioned,AGREE
rayyan-486160281,Comparison of ultrasound guided dorsal radial artery cannulation and conventional radial artery cannulation at the volar aspect of wrist: A pilot rand,,Maitra S and Baidya DK and Ray BR and Chowhan G and Bhattacharjee S,EXCLUDE,EXCLUDE,No ultrasound guidance mentioned,AGREE
rayyan-486160282,Superficial Femoral Artery Access for Infrainguinal Antegrade Endovascular Interventions in the Hostile Groin: A Prospective Randomized Study.,,Zenunaj G and Traina L and Acciarri P and Mucignat M and Scian S and Alesiani F ,EXCLUDE,EXCLUDE,No ultrasound guidance mentioned,AGREE
rayyan-486160283,Peripherally inserted central catheters versus non-tunnelled ultrasound-guided central venous catheters in newborns: a retrospective observational stu,,Bayoumi MAA and van Rens R and Chandra P and Shaltout D and Gad A and Elmalik EE,EXCLUDE,EXCLUDE,Non-PIVC device (PICC/CVC/midline/arterial),AGREE
rayyan-486160284,On-demand use of peripheral arterial catheters outside the Intensive Care Unit: Development and retrospective evaluation of an internal protocol for i,,Giustivi D and Baroni M and Di Capua M and Paglia S,EXCLUDE,EXCLUDE,Non-PIVC device (PICC/CVC/midline/arterial),AGREE
rayyan-486160285,Vascular access for lipid apheresis: a challenge in young children with homozygous familial hypercholesterolemia.,,Lischka J and Arbeiter K and de Gier C and Willfort-Ehringer A and Walleczek NK ,EXCLUDE,EXCLUDE,Non-PIVC device (PICC/CVC/midline/arterial),AGREE
rayyan-486160286,Factors associated with intraoperative intravenous catheter extravasation in children.,,Mecoli MD and Ding L and Yang G and McSoley JW and Doellman DA and Rineair SA an,EXCLUDE,EXCLUDE,No ultrasound guidance mentioned,AGREE
rayyan-486160287,Comparison of Ultrasound Guided and Conventional Techniques for Peripheral Venous Catheter Insertion in Pediatric Patients: A Systematic Review and Me,,Ye X and Li M,EXCLUDE,EXCLUDE,Systematic review/meta-analysis,AGREE
rayyan-486160288,Developing Echogenic Materials as Catheters for Use with Ultrasound.,,Contreras J and Stimpson A and Ahmed I and Irvine DJ and Whittington AR,EXCLUDE,EXCLUDE,Non-PIVC device (PICC/CVC/midline/arterial),AGREE
rayyan-486160289,"Pediatric central venous access devices: practice, performance, and costs.",,Ullman AJ and Gibson V and Takashima MD and Kleidon TM and Schults J and Saiyed ,EXCLUDE,EXCLUDE,Non-PIVC device (PICC/CVC/midline/arterial),AGREE
rayyan-486160290,"Patterns, appropriateness and outcomes of peripherally inserted central catheter use in Brazil: a multicentre study of 12 725 catheters.",,Rejane Rabelo-Silva E and Lourenco SA and Maestri RN and Candido da Luz C and Ca,EXCLUDE,EXCLUDE,Non-PIVC device (PICC/CVC/midline/arterial),AGREE
rayyan-486160291,Vesicant infusates are not associated with ultrasound-guided peripheral intravenous catheter failure: A secondary analysis of existing data.,,Bahl A and Hijazi M and Chen NW,EXCLUDE,EXCLUDE,No ultrasound guidance mentioned,AGREE
rayyan-486160292,A multicenter retrospective study on 4480 implanted PICC-ports: A GAVeCeLT project.,,Bertoglio S and Annetta MG and Brescia F and Emoli A and Fabiani F and Fino M an,EXCLUDE,EXCLUDE,Non-PIVC device (PICC/CVC/midline/arterial),AGREE
rayyan-486160293,Ultrasound-Guided Great Saphenous Vein Access: Revisiting an Old Friend in a New Location.,,Smoot WA and Hopp SL and Barzee BM and Bardwell AJ and Kummer T,EXCLUDE,EXCLUDE,No ultrasound guidance mentioned,AGREE
rayyan-486160294,Inferior Epigastric Artery Injury due to Femoral Venipuncture for Neuroendovascular Intervention: Two Cases Requiring Transcatheter Arterial Embolizat,,Fujiwara T and Ikeda H and Kuriyama A and Ono T and Takada K and Handa A and Uez,EXCLUDE,EXCLUDE,No ultrasound guidance mentioned,AGREE
rayyan-486160295,Percutaneous Axillary Artery Access for Peripheral and Complex Endovascular Interventions: Clinical Outcomes and Cost Benefits.,,Yufa A and Mikael A and Gautier G and Yoo J and Vo TD and Tayyarah M and Behsere,EXCLUDE,EXCLUDE,No ultrasound guidance mentioned,AGREE
rayyan-486160296,Percutaneous radial artery access for peripheral vascular interventions is a safe alternative for upper extremity access.,,Levin SR and Carlson SJ and Farber A and Kalish JA and King EG and Martin MC and,EXCLUDE,EXCLUDE,No ultrasound guidance mentioned,AGREE
rayyan-486160297,Techniques and Technologies to Improve Peripheral Intravenous Catheter Outcomes in Pediatric Patients: Systematic Review and Meta-Analysis.,,Kleidon TM and Schults J and Rickard CM and Ullman AJ,EXCLUDE,EXCLUDE,Systematic review/meta-analysis,AGREE
rayyan-486160298,A Comparison of Lower Limb Peripherally Inserted Central Catheter and Deep Venous Catheterisation.,,Li FX and Hao YF and Tian MJ and Li YP and Zhang HY,EXCLUDE,EXCLUDE,Non-PIVC device (PICC/CVC/midline/arterial),AGREE
rayyan-486160299,Ultrasound-guided access to the axillary vein for implantation of cardiac implantable electronic devices: A systematic review and meta-analysis.,,D'Arrigo S and Perna F and Annetta MG and Pittiruti M,EXCLUDE,EXCLUDE,Systematic review/meta-analysis,AGREE
rayyan-486160300,Catheter failure in the administration of hyperosmotic drugs through a peripheral vein and vascular selection: A retrospective cohort study.,,Takahashi T and Murayama R and Abe-Doi M and Miyahara M and Kanno C and Nakagami,EXCLUDE,EXCLUDE,No ultrasound guidance mentioned,AGREE
rayyan-486160301,Preoperative Risk Factors for Access Site Failure in Ultrasound-Guided Percutaneous Treatment of TASC C and D Aorto-Iliac Occlusive Disease.,,Mezzetto L and Mastrorilli D and Gennai S and Silingardi R and Bruno S and Veral,EXCLUDE,EXCLUDE,No ultrasound guidance mentioned,AGREE
rayyan-486160302,Correlation between visual inspection/physical exam and point-of-care ultrasound exam in the evaluation of neonatal peripheral intravenous catheter si,,Frunza IF and Boyar V and Fishbein J and Kurepa D,EXCLUDE,EXCLUDE,No ultrasound guidance mentioned,AGREE
rayyan-486160303,"Clinical experience with a chlorhexidine-coated PICC: A prospective, multicenter, observational study.",,Winkler MA and Spencer TR and Siddiqi N and Wallace JE and Gallien JZ and Elbala,EXCLUDE,EXCLUDE,Non-PIVC device (PICC/CVC/midline/arterial),AGREE
rayyan-486160304,Performance of peripheral catheters inserted with ultrasound guidance versus landmark technique after a simulation-based mastery learning intervention,,Feinsmith SE and Amick AE and Feinglass JM and Sell J and Davis EM and Spencer T,INCLUDE,EXCLUDE,No ultrasound guidance mentioned,DISAGREE
rayyan-486160305,Evaluation of distal radial artery cross-sectional internal diameter in neonates and infants by ultrasound and adequate selection of an intra-arterial,,Mavarez AC and Ripat C and Char S and Abuchaibe V and Galarza M and Halliday N a,EXCLUDE,EXCLUDE,Non-PIVC device (PICC/CVC/midline/arterial),AGREE
rayyan-486160306,A model to assess the risk of peripherally inserted central venous catheter-related thrombosis in patients with breast cancer: a retrospective cohort ,,Peng SY and Wei T and Li XY and Yuan Z and Lin Q,EXCLUDE,EXCLUDE,Non-PIVC device (PICC/CVC/midline/arterial),AGREE
rayyan-486160307,Secondary malposition of a PICC-port due to heavy physical exercise: A case report.,,D'Arrigo S and Annetta MG and Musaro A and Distefano M and Pittiruti M,EXCLUDE,EXCLUDE,Non-PIVC device (PICC/CVC/midline/arterial),AGREE
rayyan-486160308,Damage to subcutaneous tissue at the catheterization site during chemotherapy: A prospective observational study using ultrasonography.,,Abe-Doi M and Murayama R and Kawamoto A and Komiyama C and Doorenbos A and Sanad,EXCLUDE,EXCLUDE,No ultrasound guidance mentioned,AGREE
rayyan-486160309,Complications associated with the use of radial arterial catheters in relation to their length: Does size matter?,,Watts FA and Ordonez A and Gonzalez A and Gomez KJD and Carvajal D and Quintero ,EXCLUDE,EXCLUDE,Non-PIVC device (PICC/CVC/midline/arterial),AGREE
rayyan-486160310,The SIC protocol: A seven-step strategy to minimize complications potentially related to the insertion of centrally inserted central catheters.,,Brescia F and Pittiruti M and Ostroff M and Spencer TR and Dawson RB,EXCLUDE,EXCLUDE,Non-PIVC device (PICC/CVC/midline/arterial),AGREE
rayyan-486160311,Catheter Length In-Vein Impacts Ultrasound-Guided Peripheral Intravenous Catheter Survival.,,Bahl A and Gibson SM,EXCLUDE,EXCLUDE,No ultrasound guidance mentioned,AGREE
rayyan-486160312,The effect of systemic and local risk factors on triggering peripherally inserted central catheter-related thrombosis in cancer patients: A prospectiv,,Chen H and Tao L and Zhang X and Jing W and Su X and Chen H and Liu J and Yu H a,EXCLUDE,EXCLUDE,Non-PIVC device (PICC/CVC/midline/arterial),AGREE
rayyan-486160313,Applicability of precordial Doppler ultrasound to confirm the correct placement of peripheral intravenous access in children.,,Yamada A and Kojima T,EXCLUDE,EXCLUDE,No ultrasound guidance mentioned,AGREE
rayyan-486160314,Chest-to-arm tunneling: A novel technique for medium/long term venous access devices.,,Annetta MG and Ostroff M and Marche B and Emoli A and Musaro A and Celentano D a,EXCLUDE,EXCLUDE,Non-PIVC device (PICC/CVC/midline/arterial),AGREE
rayyan-486160315,Early recognition of peripheral intravenous catheter failure using serial ultrasonographic assessments.,,Bahl A and Johnson S and Mielke N and Karabon P,EXCLUDE,EXCLUDE,No ultrasound guidance mentioned,AGREE
rayyan-486160316,Ultrasound assessment of peripheral intravenous catheters by nurses in the pediatric intensive care unit.,,Good RJ and Diaz E and Thomas R and Wathen B and Carpenter TC,EXCLUDE,EXCLUDE,No ultrasound guidance mentioned,AGREE
